,asin,title,description,also_buy,also_view,brand,Category1,Category2,Category3,Category4,avg_rating
98,B00JK9HXLQ,for iPhone 5S Full Set LCD Screen Replacement Digitizer Assembly Display Touch Panel Black,['for iPhone 5S Full Set LCD Screen Replacement Digitizer Assembly Display Touch Panel Black'],"B00Y0D99BY,B072N9YL7W,B01CG8JAIQ,B071VXXZX6,B00MURVFVY,B077N347VD,B01GK0XYG0,B076M3PPMD,B07FKPHMB9,B07CXTVMC8,B06XDBVD9Q,B00N3P7R3M,B075189ZFV,B06W5JNTPR,B076ZDH8T1,B00JETJXHY,B0714J3HXY,B078437F22,B0160MDINW,B07D3L2JVL,B00VJVM7U0,B01MXV18NC,B0741GB18B,B077GRM3R8,B012MAUE10,B07GWMG7ND,B0796BKG4X,B00XJ56AC0,B0160MOVME,B07BS7DWG2,B00WT1FULW,B0798NC5MF,B07D13Q4CV,B07GL2F61B,B01CMFTOTS,B01CMFTS2Q,B01N7O4HZF,B06VW165RT,B01GP91SQ4,B01L8U12PW,B078SLJZFD,B06XWBLYC1,B071SD3MGR,B07542MRL2,B06XD8NK43,B06XCRZP2C,B01CMFTPQA,B071PFCTGQ,B01JYZA6FA,B0721XQ6BL,B076ZDJ1DP,B01EFG8AHO,B07F7RPP5V,B071KK7GYK,B06W2JLP88,B073QMLLRG,B0756X6G43,B0722M5VMQ,B01N4H842X,B0796BFFQY,B075RZ89RQ,B073QMH1Y8,B078XC2YF6,B06XVTHDNL,B07F1SKDN9,B01JYZA45C,B0756XCNN7,B074348W8F,B07BT1L7XL,B078W4NB7Q,B07D4GRKNS,B071CXQVL8,B07C9R4TPL,B0757LMW85,B07FMPJF7Z,B01EFG8AHE,B07D2BXVH6,B07D4GFM28,B072NB24VS,B01FJN18HG,B07GHZ11WZ,B06XG6JS9N,B076H93JLX,B072KR7FYD,B07BGW7WTD,B01MED5FN9,B077N52HTF,B07F3LD4BS,B07D4H4Y6F,B01G3R4ZRM,B07H92DCY3,B01MRRRGS2",,ProMaxi,Cell Phones & Accessories,Accessories,Replacement Parts,,0.8238
99,B00JP07GGW,"Phone Charger, Phone Charger with Wall Plug, USB Data Charging Sync, Compatible with iPhone X / 8 Plus / 7 Plus / 6s / 6 Plus / 6s Plus / 5 / 5s / 5c / XS/XR / XS Max/iPad / iPod--Yellow","[""Incredibly Durable The cable covered by high quality material which is more durable than other plastic cable, prevent to bending or scratching. Past 10000+ times bend test and no damage or change in performance is found, Lightweight and flexible to be coiled for portable carrying but tangle -free indeed. Perfect Length The 3 feet length of these charging cables allows you to move around freely as you charging your devices. Whether you are at home, at the office or back seat of car, you can enjoy complete freedom of movement. Great performance with pure wire and standard 8 pin connector provides charging or syncing with your devices. USB Wall Charger Plug travel adapters to easily fit into an All-in-One travel plug, it is the best USB travel charger for business trips or travelling as it also covers the voltage100v-240v. Suitable for international travelling. providing for each one the best full Speed charge Compatible with the latest iOS11 without any error messages. iPhone X, iPhone 8, iPhone 8 Plus, iPhone 7, iPhone 7 Plus iPhone 6, iPhone 6 Plus, iPhone 6S, iPhone 6S Plus iPhone 5, iPhone 5S, iPhone 5C, iPhone SEiPad Pro, iPad Air, iPad Air 2iPad mini, iPad mini 2, iPad mini 3, iPad mini 4, iPad 4iPod Touch (5 Gen), iPod Nano 7What's in the box2 X 3 Feet USB Cables2 X Wall ChargerWarranty:Every sale includes an 12-month, worry-free guarantee to prove the importance we set on quality.""]",,B07H3KLHGJ,CovertSafe,Cell Phones & Accessories,Accessories,Chargers & Power Adapters,,0.8397
100,B00JQI2J2E,Spigen Slim Armor LG G3 Case with Air Cushion Technology and Hybrid Drop Protection for LG G3 2014 - Metal Slate,"['The Slim Armor case for the LG G3 offers full coverage for the ultimate protection. The TPU case features improved shock absorption on the top, bottom, and corners to effectively protect the phone from external impact. Its double layers of a TPU case and a hard PC exterior provide exceptional protection in a form-fitted design']","B01EZ2UVGG,B0159QHFGG,B00KGSW734,B01MXGUJYN,B00L9OTQMY,B072276M5R,B01JKYRS88,B01I2ISCOW,B01DISLZIG,B078NNQ4Q9,B00L9OVC94,B01M1IE3IU,B01MYAJT88,B01DW3F0EW,B00JW7AYYE,B06XJFDTN7",,Spigen,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.711875
101,B00JW7AUV6,"LG G3 Case, SUPCASE [Heavy Duty] LG G3 Case [Unicorn Beetle PRO Series] Full-body Rugged Hybrid Protective Case with Built-in Screen Protector (Black/Black)","['Compatibility: Compatible with LG G3 2014 release, allowing full access to touchscreen, camera, buttons, and ports. NOT COMPATIBLE with LG G2 2013 release. Materials: High grade polycarbonate + thermoplastic polyurethane for shock absorption. Front cover with built-in screen protector prevents scratches without compromising sensitivity. Design: Designed with both protection and looks in mind, SUPCASE Unicorn Beetle PRO Series Full-body Hybrid Case provides shock absorption and scratch prevention while maintaining a sporty profile. - Advanced Front Cover Design for Easy Installation - Built-in Screen Protector without compromising sensitivity - Advanced dual-layer (PC + TPU) design provides great impact and shock resistance and prevents accidental drop, bump, and shock - Port Cover keeps out debris and dust - Easy access to all features (buttons, camera, speaker, and ports) - Sporty profile and multiple color options What & in the package? 1x SUPCASE Unicorn Beetle PRO Case']","B00L9OVC94,B00KGSW734,B00L9OTQMY,B00NEF9SYW,B01EZ2UVGG,B01I2ISCOW,B072276M5R,B00QSR2ABQ,B01MXGUJYN,B01JKYRS88,B0159QHFGG,B01BRFS6S4,B016KFY8QA,B07DBY7HH5,B078NNQ4Q9,B07DHDPK2G,B00RC9O5ZS,B00LOZQYK0,B079MBRDNN,B00L9OUF7O,B00KOIGYS0,B01DW3EYA8,B00U31HSHO,B072HC15WW,B00L9OXGMU,B01GN0GNWY,B00WI4LO8I,B01DXUH0CO,B06Y5GHDQR,B00NJ9HVWO,B01DISLZIG,B00TE7IJQM,B06XCY1JQM,B07BPK824D,B01E887MQO,B07CHZ8S29,B00L9OWTZA,B01MZAE8FJ,B06Y1QV8NM,B06XXC8F5D,B07BZ1B455,B00R25GJJW,B01BLEWFGK",,SUPCASE,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.8282
102,B00JYKG79U,"iPhone 6s Case Blue, LUVVITT [ClearView] Hybrid Scratch Resistant Back Cover with Shock Absorbing Bumper for Apple iPhone 6/6s (4.7) Transparent Blue","[""LUVVITT CLEARVIEW is now available for iPhone 6s / 6 - Updated design compatible with Apple iPhone 6 (2014) and the new iPhone 6S (2015). LUVVITT CLEAR VIEW case protects your iPhone 6 / 6s while showcasing it's beautiful design. This transparent case combines a hard, crystal clear Japanese hard back cover with soft, shock-resistant German Bayer branded TPU edges to guard against scratches and bumps. Mimics the design of your iPhone 6 / 6S to preserve the natural, naked look. Hugs each and every corner of your iPhone 6 / 6S and allows you to get a better grip with excellent protection. The wrap-around beveled edges provide a lip that is higher than the screen level to protect your screen from contacting the surfaces and provide a lay-on-table design.It's very light and slim so you can enjoy your iPhone 6S / 6 without adding bulk and weight. WarrantyLifetime LUVVITT Warranty with quick and easy LUVVITT service. Compatible and highly recommended to use with LUVVITT Tempered glass for a completely crystal clear full protection (sold separately).""]","B00LOYNRN8,B01KEU3GOC,B00JYKGA10,B0196BQOCG,B01415QHYW,B0174AD8S4","B07L9JH52T,B00M8PRSWI,B00JYKGAC4,B010MVJNTK,B010MVJTHQ,B00QKXZAXI,B016H95LLA,B00JYKGEMK,B01KYGK7RU,B00M0RXI9G,B012PK0ZU2,B017QF384Q,B015K0I3JE,B00JYKG7HM,B0122ITTBS,B00M3Q4IFC,B018P4JP4Y,B00JYKGDD0,B017QDZPAS,B010MVJS1I,B00SNFQ8LY,B0196BQOCG,B00NIBR78Q,B00JYKGFWY,B00JYKG5PQ,B00M8PRSVY,B00NIBR678,B00SRMTY6O,B01FU8PYFW,B014K4FO2A,B01KEU3ALQ,B00LOYOIKO,B00JYKGB1O,B01H4ENQ4Q,B071LF4YYH,B00SIHCR0S,B075K6KTXW,B00LOYNRN8,B0122ITZIK,B00M0RXJ04,B01D627T4S,B019C5Z1FM,B00JYKGA10,B01KEU3F2K,B00JYKG44S",Luvvitt,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.55
103,B00JZKVWU8,Flylinktech LCD Touch Screen Digitizer Frame Assembly Replacement for iPhone 5S (White),"[""<b>Brand New iPhone 5S LCD Touch Screen Glass Digitizer Replacement Assembly</b> <br> <br>High quality pre-assembled LCD touch screen with digitizer <br>iPhone 5S compatible <br>Home button is not included <br> <br> <b>What's included: 1x fully assembly iphone 5S LCD with Touch Screen (black) with digitizer</b> <br> <br>Compatible with: <br> <br> <b>All carriers such as AT&T / Verizon / Sprint</b> <br> <br> <b>Pls kindly Note :</b> <br> <br>* Each touch will be test one by one with our board before shipping to make sure the touch will works perfect on your device. <br> <br>* If you don't know how to install it,we suggest you to find a professional technician to do for you.Installation guide not provide, please be sure you know how to install it before bid. <br> <br>*Please check the item before you start to install it. If there is anything damaged, please take photos and send to us, we will solve it for you. Otherwise, we are not responsible for any damage caused by installation of this accessory. <br>""]",B01CG8JAIQ,,Flylinktech,Cell Phones & Accessories,Accessories,Replacement Parts,,0.806475
104,B00K0NRZ5K,Motorola Moto E (1st Generation) - White - 4 GB - Global GSM  Unlocked Phone,"['Featuring the sharpest display in its class, Corning Gorilla Glass protection, and a water-repellent splash guard for lasting durability.']",B00KFQ04CI,,Motorola,Cell Phones & Accessories,,,,0.756525
105,B00K18IH5G,Cellularvilla Kickstand Case For ZTE Max N9520 (Boost Mobile) 3pc 3rd Gen Hard Soft Hybrid Kickstand Case with Holster Belt Clip Case Cover (Yellow Grey),"['This hard snap-on 3 in 1 Holster combo case for ZTE Max N9520 (Boost Mobile) will protect your cell phone against dust and scratches. Extremely tough, durable case molds perfectly to your ZTE Max N9520 (Boost Mobile) Touch shape without compromising usability. This hard and soft kickstand snap-on case Holster combo has a fold-out, rotating belt clip, and a soft liner for added protection of your screen adds a splash of color, style and delivers instant, all-around protection. This case provides easy access to all functions without removing the case. Accessory ONLY, Handset not included.""All trademarks and registered trademarks are the property of their respective owners"".']",,,Cellularvilla,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.8163
106,B00K2CYY44,ArmorSuit MilitaryShield - LG G3 Screen Protector Anti-Bubble Ultra HD - Extreme Clarity &amp; Touch Responsive Shield with Lifetime Free Replacements - Retail Packaging,"['', ""<b>Military Grade Protection</b><br> <br> ArmorSuit MilitaryShield features exceptional clarity and UV protection to prevent yellowing. It is made from the same protective film material used to protect military aircrafts, helicopters and space shuttles. MilitaryShield is also equipped with &quot;self-healing&quot; properties to maximize the protection. The self-healing technology works to constantly eliminate minor scratches on the film. All of our MilitaryShield are uniquely designed to provide a perfect cut for a perfect fit on your device. It also features corrosion and moisture protection to prevent substances from migrating through the film to attack underlying substrates. It's designed to provide daily protection against scratches and reduce chances of damage to your screen from impact forces and drops. Best of all, it's very easy to apply.<br> <br> <b>Lifetime Replacement Warranty</b><br> <br> If your MilitaryShield peels off, becomes scratched or damaged, or has installation flaws, we will gladly replace the product FREE OF CHARGE no matter what the issue is.<br> <br> <b>Package Contents</b><br> <br> MilitaryShield for your device<br> Flexible Squeegee<br> Spray Bottle Solution<br> Microfiber Cloth<br> Installation Instructions<br> <br> If you ever need to <b>remove</b> the MilitaryShield, simply peel it off slowly with your bare hands. It will come off clean without any sticky residue.<br> <br> <b>*Made in the USA*</b><br> &nbsp;""]","B00PBBGFV6,B00RR5CNWY",,ArmorSuit,Cell Phones & Accessories,Accessories,Accessory Kits,,0.839025
107,B00K8E6YOY,New Replacement Battery for Samsung Galaxy S3 SIII (I747 I535 L710 T999) EB-L1G6LLA - BELTRON BLT-GS3,['Warranty only valid when purchased from Batteries for Less / AWG.'],"B00O3MLQ72,B0769D524Y,B01EHFP1HK,B00L5CFLT2,B01J20VYYY,B0089VO7OM,B079J5K9XN,B01B81032O,B00DD6LCQY,B007Y8VJP6,B01IWYRVPC,B00CBYSEBK,B07G25KZH3,B00A0HZV7K,B013JS5OAU,B013REXT0S,B00CF34B0A,B005REEWYY,B017RLT050,B07D8VVTDN,B00D5P2W3U,B00KTOBGMI,B00K1I7VDA,B0091UOLYG,B00UVORXZA,B00F2TQT3Q,B07CRF3Z2V,B01NBNS0T9,B00YWCDT9Q,B00EL3RC0S,B073FBBQ2D,B00LWY6KRU,B01IN2WTUU,B01B71ED4Y,B0714J3HXY,B00BM1JLMY,B076MP5QX8,B01D9JBATI,B01JMY4QW2,B00HWIMOKC,B00BW0X892,B07CPYNVRP,B015WXEGMW,B017H379IS,B06XS36282,B015HU0CO6,B00A44JSFK,B00N0YYGIU,B06XKQW6DL,B06VW165RT,B01CMFTS2Q",,BELTRON,Cell Phones & Accessories,Accessories,Batteries & Battery Packs,Replacement Batteries,0.789825
108,B00K9WW84U,OEM Back Panel Housing (Champagne Gold &amp; White) Case Cover Compatible for the Iphone 5S (5S Metal Back Housing/Back Panel Cover/Housing Assembly),['High Quality Champagne Gold &amp; White Rear Back Door Battery Cover Case Housing Replacement for iPhone 5S'],B00NCXXOIW,,Unknown,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.786525
109,B00KB8RN2O,"LG G3 Case, Verus&reg; [Iron Shield][Copper Gold] &ndash; [Aluminum Frame][Heavy Duty][Drop Protection][Slim Fit] &ndash; For LG G3 2014 Devices","['Protects your LG G3 against scratches, dirt, and daily wear and tear']",,,Verus,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.77705
110,B00KBBVKES,iSclack Premium Opening Tool for iPhone 5c / 5s / 5,"['Made by DottorPod, 100% imported from Italy. Ship from USA to worldwide within 24hrs. Open the iPhone 5/5C/5S/6/6s/7/7 Plus and all iPad models with ease. Made with the highest quality materials, industrial strength suction cups, assured that your device was opened safely without damaging any internal components. Included in the Package: 1 x iSclack Opening Tool, 2 x Adhesive strips, so you can even remove most broken screens.']","B012CT1XVG,B01GF0KV6G,B01F1G8YR8,B01F52ZPBQ,B00BXYWXY8,B00XZB3WKQ,B00425FUW2,B06XXXQHS8,B000RB38X8,B01EHUHWY0,B074MCDG9L,B01GJF0QE4",,iCracked,Cell Phones & Accessories,Accessories,Replacement Parts,,0.6034
111,B00KFSLKXI,"G3 Screen Protector, Tech Armor Anti-Glare/Anti-Fingerprint LG G3 Film Screen Protector [3-Pack]","['. WHY SHOULD YOU BUY TECHARMOR SCREEN PROTECTORS . PRESERVE YOUR INVESTMENT AND MAXIMIZE RESALE VALUE . DID YOU KNOW a screen full of scratches will lower your RESALE VALUE . The Tech Armor Matte Antiglare screen protector not only reduces glare and resists fingerprints, but also protects your screen from scratches that reduce the resale value of your G3. The Tech Armor Antiglare screen protector combines scratch protection with a unique finish dramatically improving visibility in bright sunlight or artificial office light. Use your device wherever you are, whenever you want. For those who often use their phones outside or simply prefer the sleek look of a matte finish on their screen, this is the screen protector for you. We put countless hours into selecting only the highest quality Japanese PET material available on the market. No detail has been overlooked with this Best In Class product from Tech Armor, industry leader in screen protection. If you only accept the BEST for your G3, look no further: BEST AntiGlare technology. BEST AntiFingerprint coating. BEST No Bubble installation. BEST Protection from Scratches. BEST Touchscreen Accuracy. BEST No Hassle Limited Lifetime Replacement Program. COMPATIBILITY: LG G3, All Models. (Note: Turn device display brightness up, Antiglare Screens will darken the image.) The TECH ARMOR AntiGlare Screen Protector Kit Includes: Three (3) Screen Protectors, Installation Instructions, Smoothing Card, Microfiber Cloth, Dust Removal Tape, Retail Packaging, and The Tech Armor Limited Lifetime Replacements.']",B00KOIGZES,,Tech Armor,Cell Phones & Accessories,Accessories,Screen Protectors,,0.826025
112,B00KGOV2O8,White LCD Screen with Digitizer Assembly For LG Optimus G2 LS980 VS980,"[""Note: since LG G2 VS980 lower cable is close to the display cable, so check whether the lower cable and display cable loose.In many cases ,when installing ribbon cable ,the other ribbon cables loose which lead to black screen and touch bad and dead center.  Does not work: because there are two row of LG G2 VS980 touch screen.So there are 3 bad places are easy untouch.So we can divide the assembly into three parts.The first part is close to the receiver part, we call it the upper touch ;The second part is close to the cell phone buttons, we call it a lower touch.The third part is the screen don't touch but can touch up and down in the middle.    2.1: the upper screen untouch or partial untouch: under the condition of standby (mobile phone black screen) to install the upper touch the ribbon cable.Press the power button again (display screen) for testing.If can't touch please use alcohol to clean the ribbon cable . 2.2: the lower part of the screen untouch or partial untouch: under the condition of standby (mobile phone black screen) to touch bottom row line installation.Press the power button again (display screen) for testing.If can't touch please use alcohol to clean the ribbon cable. 2.3: Middle part of the screen untouch: Ribbon cable not fasten up and down is the main reason of the middle untouch.In most cases its the lower touch wiring problem.Reinstall the lower touch cable on the standby environment..It also could reinstall the upper and lower touch cable.""]",,,"Shenzhen BaiYiTong Electronic Co.,LTD",Cell Phones & Accessories,Accessories,Replacement Parts,,0.773225
113,B00KGSW734,"iCarez [Tempered Glass Screen Protector for LG G3 Easy Install with Lifetime Replacement Warranty [1-Pack,0.3mm 2.5D 9H] - Retail Packaging","['1. Tempered Glass Screen Protector Features & Advantages. </br> <br>-- Anti-Blast for Impact Resistance </br> <br>iCarez Tempered Glass can greatly absorb external force from hitting, shocking, dropping etc., it scarify itself to be the best buffer for your screen.</br> <br>-- 9H Super Anti-Scratch Protection </br> <br>Surface hard coating layer can effectively resist wearing, rubbing and scratching to keep your screen brand new.</br> <br>-- Close to 100% Ultimate Clarity </br> <br>ultra transparent body providing good visual effect for everything displaying on your screen. Oleophobic coating reduce fingerprint and smudges to affect the clarity, keep your screen in clean and clear status.</br> <br>-- True Touch Sensitivity </br> <br>Not influence on touch responsiveness and accuracy of your screen after install with iCarez Tempered Glass, enjoy your clicking and playing.</br> 2. Life-time Warranty </br> <br>You are entitled to have the products replaced if the products fail to be of acceptable quality. You are supported with professional and efficient product & after-sales service guaranteed by iCarez. </br> Care mobile, Care you more. </br> <br>iCarez commits to making considerate and premium protection for your mobile device, caring so much about your health and happy life. Experienced by over 10 millions users, our product has won good reputation and recognition. iCarez cares what you care, even more than what you care. It is extending to everyone around the world. Our motivation comes from your satisfaction! </br>']","B00L9OVC94,B00KOIGYS0,B00JW7APWU,B00L9OTQMY,B01I2ISCOW,B00KOIH0OC,B00L9OUF7O,B01EZ2UVGG,B00KOIGZES,B00L9OVUHI,B00NEF9SYW,B0159QHFGG,B072276M5R,B07DHDPK2G,B00RC9O5ZS,B00XOTPRZM,B00MWS5L34,B01JKYRS88,B00QSR2ABQ,B01B5HZJU2,B00JQI2G5O,B074ZQQCB3,B00MG21V2Q,B01MXGUJYN,B00JPL5L2W,B06W9DV7S4,B075JCRR5N,B00K1KTTS8,B071J76VMG,B01DXUH0CO,B01MS2QU13,B078NNQ4Q9,B01DW3F0EW,B01MYFL5X4,B015EOD9KO,B07BYGN7T1,B01M1IE3IU,B01GN0GNWY,B00KRHZHRC,B00KH3HLPC,B00NJ9HVWO,B01DB76R1O,B00LOZQYK0,B0177ZG4FA,B00XVLY434,B00Z7S0E5G,B00KOIGYHG,B00L9OXGMU,B00PBBGFV6,B00MI009M4,B00NWRWP6U,B00MJ4QENW,B01N770EDA,B00JW7AYYE,B01E887MQO,B00TE7IJQM,B01LYL0U1W,B01E887MPA,B01B1GQG3G,B00XJS2O0E,B01DB76LTW,B00T733AOE,B06Y1QV8NM,B01MZAE8FJ,B00L9OWTZA",,iCarez,Cell Phones & Accessories,Accessories,Screen Protectors,,0.80935
114,B00KH3HJY0,DualTek Extreme Shock Case for LG G3 - Matte Black,"[""COMPATIBILITY: LG G3 (AT&T D850, T-Mobile D851, Sprint LS990, Verizon VS985, Unlocked D855) The PureGear DualTek case is made specifically for drop protection. This case is one piece and made of many different materials that are engineered to absorb shock. PROTECTION: The exterior is made of impact resistant polycarbonate that has been treated with a glossy coating. The ribbed grips on the side of the case are ergonomically designed for a secure and comfortable hold. The interior material is a shock absorbing spongy polymer material. The corners of the case feature elevated 3M impact protection - this controls shock by isolating the vibration from drops up to six feet. FUNCTIONALITY: Your phone is fully functional in the case. The lcd screen is recessed within the case for protection (will not touch the surface when placing your phone face down on a table). The case has cutouts for the charger port, speakers, sensors, headset port, camera, volume, power, etc. COLOR/STYLE: The PureGear DualTek case combines rugged protection with style. This case is black color and has gray accents. More colors are available in our store. Bottom line, this is a great investment! If you keep your phone clean and scratch-free this will improve the resale value down the road. Cell phones are expensive...this DualTek case ensures your phone will be safe. This is the ideal case to withstand those accidental drops. Our pictures don't do this case justice - the quality is top notch. Protect your LG G3 phone in style with this rugged DualTek case! COMPATIBILITY: This case was made to fit ALL versions of the LG G3 phone (Verizon, Sprint, AT&T, T-Mobile)""]","B01EZ2UVGG,B01MXGUJYN,B00L9OTQMY,B01DW3EYA8,B078NNQ4Q9,B00NEF9SYW,B00QSR2ABQ,B01I2ISCOW,B01JKYRS88,B00KT1B7AW,B06Y1QV8NM",,PureGear,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.786525
115,B00KH3JYBQ,Case with kickstand + holster for LG G3,['The PureGear protective case features a kickstand for handsfree landscape or portrait viewing. It also attaches to a holster that can be attached to belts or purses for easy access and easily slides in and snaps for a secure hold. The rubberized material offers better grip support to prevent falls and protects all around.<br><br>Features<li>Lightweight durable protection<li>Rubberized material works as added grip support<li>Holster helps protect mobile device screens<li>Low profile stand slides open easily and snaps securely closed<li>Design allows for vertical and horizontal clipping viewing'],,"B00OYAHJ5G,B00KOIGYS0,B00RQNKPVI,B01LW0QVPH,B01N9ODTKO,B01LVVKDUQ,B00WU1V36M,B01E887MQO,B00T1GSLHS",PureGear,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Holsters,,0.77825
116,B00KIUF4DA,ePartSolution-iPhone 5S Black Touch ID Sensor Home Button Module Ribbon with Key Flex Cable Replacement Part,"['shipped from China,7--10 working days to US']","B00JK9HXLQ,B01CG8JAIQ,B00WT1FULW,B00GXWEBNQ,B00WPY4QEA,B00B3O38GK,B01GP91SQ4",,ePartSolution,Cell Phones & Accessories,Accessories,Replacement Parts,,0.80855
117,B00KL58YKM,New Touch Screen Digitizer Glass Panel Replacement for Asus Google Nexus 7+tools,[],,,DigRepair,Cell Phones & Accessories,Accessories,Replacement Parts,,0.773225
118,B00KLCFV88,"Ringke Flex Compatible with Moto E 1st Gen Case Flexible &amp; Strong TPU Case [HD Film][Black] for Motorola Moto E 1st Generation, 2014","['', '<b>More about Ringke FLEX Case</b>', 'Ringke FLEX Case offers flexible TPU gel protection with soft and anti-slip grip. The slim designed case also offers perfect fit for your device. While leaving full access to all functions and ports of the device and providing great protection, Ring FLEX has a tapered lip and lifted camera bezel that raises your phone to a comfortable height off the surface.<br />Ringke FLEX was developed using a new advanced manufacturing process to offer 2-layer style that gives the case an improved grip and prevent sliding on flat surfaces. Ringke FLEX, also provides special geometric heat deduction pattern inside. Because high performance of smartphones can easily overheat with intense usage, our developers built a case with a special geometric heat reduction pattern. The pattern is designed to disperse heat from your phone and reduces over heating to ensure that your device maintains optimal performance at all times.<br /><br /><b>What to expect in the Package</b><br /><br />RINGKE Flex Motorola Moto E Case comes with 1 complimentary screen protective film.']","B00PWEN2ZE,B00KFQ04CI,B00K0NRZ5K,B00M55C0NS,B00V7U9U12,B00VQRCIVA,B01GINUIC2,B01E63IILO,B00S7WVTP8,B00GSIKVRA,B00SIE2YQ8,B0713QLPXG,B00KN92HKY,B0713WH1Y9,B00PHRXSCS,B00NAGI9VI,B00TXGSQ7G,B071FBVP5J,B003OTGYCC,B071KZCH5R,B071JZG796,B00H0MGCDK,B00KFRAIXC,B00QQPNYZ6,B01IFT4DGO,B002ZCW91Y,B079J5THJQ,B00KFRAIX2","B00PWEN2ZE,B00KFRAIXC,B00GSIKVRA,B00O9DUOLE,B00S7WVTP8,B00KFRAISM,B07GC7YWCG,B00KFRAIX2,B0713QLPXG,B00GSIKPGM,B00ENPFBXE,B00GSQ3N0E,B0727V13FG,B00GSIKVPC,B00M55C0NS,B00TXGSQ7G,B00TFAVFJG,B00V7U9U12,B00QQPNYZ6,B01M0786QB,B077Y4LZ6G,B00PHRXSCS,B00O9DQ1N4,B01E63IILO,B073SJ84K7,B00EB3G2JA,B07GC5QKTX,B00H1X8LO6,B00KFQ04CI,B00VQWUF74,B00PG0D3GW,B07GC5FZDM,B00TFAVFL4,B0198FIU72,B071FBVP5J,B0762P8QSG,B07253F5RP,B00JOEXQNG,B07GC4PZLM,B00Z7T52CU,B0115B5390,B074DSDYYB,B074DSCPBR,B07GBS4G8S,B00W1TTADQ,B071KZCTR8,B077Y2HK5Y,B01FDA0HB8,B00VB2QNPC,B073P72ZLN,B07GBX2M3Z",Ringke,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.7070000000000001
119,B00KOIGZES,Otterbox LG G3 Symmetry Series Case - Retail Packaging - Black,"['Otterbox Symmetry Series Phone Case LG G3. Dress your LG G3 to impress with the sleek Symmetry Series. A solid unibody construction fuses a rubber honeycombed core to absorb shock with a hard polycarbonate outer shell, making it is easy to install and even easier to slip into your pocket or purse. Featuring a streamlined design that delivers tough protection from drops and shock, this stylish LG G3 case gives you something no one else can, confidence to look good and feel good knowing your device is protected by the No.1-most trusted case brand in smartphone protection. Stylish and slim case is pocket and purse friendly. Dual-material construction provides trusted OtterBox protection. Easy installation protects and stylizes your Phone in a flash. Materials: Polycarbonate/Silicone Dimension: 6.2""L x 3.3""W x 0.5""H Weight: 0.15 lbs']","B01EZ2UVGG,B00KGSW734,B0159QHFGG,B01JKYRS88,B01MXGUJYN,B00L9OTQMY,B072276M5R,B01DW3F0EW,B01I2ISCOW,B00KOIGYS0,B016KFY8QA,B00L9OVC94","B00KOIGYS0,B00JW7AYYE,B00KOIH0OC,B00KOIGZCU,B01LYL0U1W,B00JW7AWI2,B01EZ2UVGG,B01B5HZJU2,B00KRHZHRC,B00MG21V2Q,B00T1GSLHS,B00RQNKPVI,B00HRO2WKS,B00KGSW734,B00KH3HJY0,B01LW0QVPH,B01M1IE3IU,B00UWZM7GI,B00JW7APWU,B07DWVSM4D,B01JNU753C,B06Y1QV8NM,B01E887MQO,B06XXC8F5D,B071J76VMG,B07HQ5C1TR,B00L8750FY,B00KRHZKJ2,B01LWMN1XD,B00QSR2ABQ,B019PB15GM,B01MXGUJYN,B07DWW7VMY,B0159QHFGG,B01LWMN4RH,B00MJ4QENW,B01I2ISCOW,B073SGFJ61,B01LVVKDUQ,B00Q3M9PBE,B00MNSJGN4,B01NCQG5HF,B07DHDPK2G,B019ILM6WQ,B01DB76LTW",OtterBox,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.8083750000000001
