,reviewerID,asin,reviewText,rating,label,average_sentiment_rating,average_sentiment_label,unixReviewTime
537481,A2LSLKVVNQ92A,B00SX1NN9I,"My all time favorite case for the iPhone 6.  This case is super slim but amazingly if also feels super durable.  I've always been a fan of this line of Ringke cases.  I disagree with other reviews that say it's slippery.  I don't think so at all.

One note, the black version of this case is slightly different than all the other colors.  The black is thinner (and more prone to breakage IMHO) and it also has a slightly different feel, sort of rubbery.",1.0,positive,0.8384,positive,1437436800
538817,A2LSLKVVNQ92A,B00T056S98,"It doesn't get any thinner or lighter than this case.  Probably won't provide much protection against drops, but for every day scratch protection, this case is AWESOME!",1.0,positive,0.878825,positive,1423180800
543204,A2LSLKVVNQ92A,B00TFAVFJG,"Pound for pound, dollar for dollar, the best cheap Android phone around.",1.0,positive,0.790575,positive,1447027200
544106,A2UX8I05VSEL6,B00TJ4B4I0,it doesn't look like it's .3mm thick that might be a good thing but it looks like they sent me the .2mm thickness which is even better if it still has 9H hardness,0.8,positive,0.6622250000000001,positive,1434067200
560188,A2UX8I05VSEL6,B00UMDPBAY,My first review of Spigen Slim Armor had some mistakes made I finally learned how to remove case easily for wireless charging for about two weeks I couldn't figure how to take the case off without a struggle now that I have tried another way it's no problem I give Spigen a B grade for case everything is good except the grip is a little slippery,1.0,positive,0.728475,positive,1431561600
560354,A2UX8I05VSEL6,B00UMDOYZC,A choice product it does add a little to the phone but Spigen made a real good looking case it's one of the best I've seen yet for the G4,1.0,positive,0.78305,positive,1435363200
560412,A2UX8I05VSEL6,B00UMDON2Q,It could have a little bit more of a lip around the bezel but this I would recommend it makes the phone brighter lots of grip and it doesn't bend this is real good,1.0,positive,0.860425,positive,1435363200
560864,A2LSLKVVNQ92A,B00UNU3DNI,"Short, and sweet, like Joyce DeWitt.",1.0,positive,0.801775,positive,1475625600
564982,A3MFRAR121IHTN,B00UX7LEBY,"Great screen, well made. Fast shipping.",1.0,positive,0.806475,positive,1438905600
567453,A2UX8I05VSEL6,B00V51QLEM,this is not the case I use it doesn't seem like it can take a beating but it is a nice one for someone who knows that their phone will not get into any major accidents,0.6,neutral,0.536575,neutral,1440288000
567523,A2LSLKVVNQ92A,B00V53KT2A,This kit comes with everything you need for a quick and easy install.  A+++,1.0,positive,0.731175,positive,1447027200
568930,A3MFRAR121IHTN,B00V6D2G66,"Works perfect, fast shipment",1.0,positive,0.786525,positive,1457308800
569901,A3MFRAR121IHTN,B00V8ELRMM,"Excellent product, works perfect.",1.0,positive,0.8208,positive,1440201600
571026,A2LSLKVVNQ92A,B00VAV86JK,Super slim case with more than adequate protection from scratches and minor drops.  A+++,1.0,positive,0.7904249999999999,positive,1447027200
580881,A2UX8I05VSEL6,B00VY35YVC,almost the same as the Spigen it doesn't bend when pressure is applied it's crystal clear like they say it is solid except for bottom lip but that is like almost any case,1.0,positive,0.818275,positive,1435622400
580914,A2UX8I05VSEL6,B00VY3XERI,SUPCASE MAKES A VERY GREAT CASE FOR G4 AND THE LG G3 IT'S STURDY AND YOUR PHONE IS SAFE I LIKE A LOT THE OVERHANG ON THE FRONT WHICH PROTECTS THE MAIN DRIVERS THAT RUN THE PROCESSOR,1.0,positive,0.8783,positive,1454025600
582708,A3MFRAR121IHTN,B00W4QJUU4,"Nice solid case, fast shipping. Top of the line case",1.0,positive,0.799175,positive,1438905600
586120,A3MFRAR121IHTN,B00WG7FSYI,"Nice solid case, fast shipping. Top of the line case",1.0,positive,0.799175,positive,1438905600
586754,A2UX8I05VSEL6,B00WI4LO8I,these G4 OtterBox big guns are a little too tight after the plastic on the outside of frame and glass is on phone but they are perfect if  you don't take the plastic out,1.0,positive,0.781475,positive,1496793600
588651,A2LSLKVVNQ92A,B00WPZ5VIO,"Great quality, easy to install.  A++++",1.0,positive,0.8163,positive,1436140800
589866,A3MFRAR121IHTN,B00WT8NW3S,"Nice solid case, fast shipping. Top of the line case",1.0,positive,0.799175,positive,1438905600
589944,A2LSLKVVNQ92A,B00WT9IJVW,"This case is heavy and super bulky, unnecessarily so.  It turns a smallish Moto E into a massive tank.",0.4,neutral,0.441375,neutral,1447027200
590642,A2UX8I05VSEL6,B00WUKJNPQ,The only part about this case is the outer plastic shell It could be stronger I still like it it looks ok it's not bulky and it most likely will save the phone from a medium impact it fits with tempered glass and has a nice lip around the edges,1.0,positive,0.886,positive,1435363200
590667,A2UX8I05VSEL6,B00WUKJXWE,I don't know if this case will take an extreme shock but I have seen other people with this one on their phone it's going to get a trial run,1.0,positive,0.7377,positive,1440115200
591696,A2UX8I05VSEL6,B00WYX8G66,This is an excellent way to protect the leather back but by the look of if it and the packaging it seems like a case that a girl would be more comfortable with,1.0,positive,0.8745,positive,1461110400
591835,A2UX8I05VSEL6,B00X0X37G8,unbelievably good case they say it's easy on/off that is the only that problem I can see because it's not that easy and be careful you don't force the phone in or you may tear some of the inner part of the case,1.0,positive,0.7697,positive,1438732800
591878,A2UX8I05VSEL6,B00X0X46JU,This is a protective case that's very slim I don't think the lens on the camera is safe for me it's such a good case that I wonder why they didn't protect the camera better it's got solid costruction and the blue color is nice it has passed military testing 26 drops from four feet for the discount I got it's worth it,1.0,positive,0.870575,positive,1458950400
591882,A2UX8I05VSEL6,B00X0X32WM,unbelievably good you can't say anything bad about this case,1.0,positive,0.8030999999999999,positive,1441843200
591952,A2UX8I05VSEL6,B00X0X3AKG,this is one of the best looking protective cases I have seen the white/grey color combination is magnificent,1.0,positive,0.826025,positive,1445212800
591984,A2UX8I05VSEL6,B00X0X2ZMK,There is not much to write Your G4 will not break I don't recommend taking their plastic shield off and put a thin tempered glass on G4 (it' a tight fit) but that's what I've done,1.0,positive,0.7064,positive,1437436800
595128,A3MFRAR121IHTN,B00X6SQZHU,"Great screen, well made. Fast shipping.",1.0,positive,0.806475,positive,1438905600
595205,A3MFRAR121IHTN,B00X7ECUEU,"Very nice sleek case, looks nice and fit is perfect",1.0,positive,0.88975,positive,1457308800
595346,A3MFRAR121IHTN,B00X97QISE,"Great screen, well made. Fast shipping.",1.0,positive,0.806475,positive,1438905600
597626,A2UX8I05VSEL6,B00XJS2O0E,this is pretty good it's clear it's solid tempering you should be careful with any LG G4 because they put a plastic screen protector on at factory I don't want to remove it,0.8,positive,0.6564000000000001,neutral,1433462400
598157,A3MFRAR121IHTN,B00XKJP2X8,"Nice solid case, fast shipping. Top of the line case",1.0,positive,0.799175,positive,1438905600
598755,A3MFRAR121IHTN,B00XN9Z6QI,"Works perfect, fast shipment",1.0,positive,0.786525,positive,1457308800
598787,A3MFRAR121IHTN,B00XNL9RPW,"Excellent product, works perfect.",1.0,positive,0.8208,positive,1440201600
600256,A2LSLKVVNQ92A,B00XVJQT4I,Absolute garbage.  The edges of the glass start to chip within a day.  Useless.,0.2,negative,0.32295,negative,1469059200
600276,A2LSLKVVNQ92A,B00XVJQT4I,"Others have complained that the glass doesn't cover the entire face of the watch.  Considering that the edges of the face are rounded, I understand that there is no way to protect the entire face.  So having said that, I would rate this product an A+++",1.0,positive,0.719575,positive,1461196800
600383,A2UX8I05VSEL6,B00XVLY434,I absolutely believe that iCarez is one of the five best glass shields one can buy and that they sell at a deep discount is a miracle I really like a lot,1.0,positive,0.84465,positive,1461110400
601576,A2UX8I05VSEL6,B00XWQTXG6,I had to take skinomi off because of construction in home literaly coated the phone display bottom of glass with a dust storm i could tell that it's very high quality product,1.0,positive,0.8027,positive,1440374400
602644,A3MFRAR121IHTN,B00XZGRCSE,"Nice solid case, fast shipping. Top of the line case",1.0,positive,0.799175,positive,1438905600
602975,A3MFRAR121IHTN,B00NV0U2XG,"Excellent product, works perfect.",1.0,positive,0.8208,positive,1440201600
606545,A3MFRAR121IHTN,B00YBYN6FC,"Excellent product, works perfect.",1.0,positive,0.8208,positive,1440201600
609019,A3MFRAR121IHTN,B00YGHLLOC,"Excellent product, works perfect.",1.0,positive,0.8208,positive,1440201600
609360,A3MFRAR121IHTN,B00YIRRIJ2,"Great case, well made. Fast shipping.",1.0,positive,0.806475,positive,1438905600
609918,A2LSLKVVNQ92A,B00YL0MXRI,The originally received band was defective but the seller quickly sent me a replacement.  The replacement is of good quality.,0.8,positive,0.67825,positive,1461456000
610215,A3MFRAR121IHTN,B00YN7J99Y,"Excellent product, works perfect.",1.0,positive,0.8208,positive,1440201600
610809,A2UX8I05VSEL6,B00YQ1VCL0,this looks a little different from other tempered glass I will use it when something happens to glass I already have on I do like their cover everything guaranty which includes getting dust  when installing which not many others cover,1.0,positive,0.773225,positive,1446076800
610899,A2UX8I05VSEL6,B00YQFJ920,this is really good glass its easy to apply crystal clear  covers entire screen the only thing I think I notice is that it might not be superhard  like some other high quality glass I have used that's probably just my imagination but maybe not,1.0,positive,0.7818499999999999,positive,1438732800
610903,A2UX8I05VSEL6,B00YQFJ920,Good glass for older phone It seems if there is a little glare I expected that since glass may be as old as phone looking at it the adhesive is strong it is easier to apply than the others the pull tab is right where you want it,1.0,positive,0.83765,positive,1487721600
612046,A2UX8I05VSEL6,B00YU08SOG,This is a price saver than buying the one where they send with the chip already in It took me a couple of times to get it properly installed I put this on my leatherback cover it really is nice to have wireless charging and this item gets an A+,1.0,positive,0.72995,positive,1467417600
615546,A2UX8I05VSEL6,B00Z7S0OTW,I had two Commuters that cracked in half the outer shell be careful,0.4,neutral,0.459875,neutral,1488931200
615684,A2UX8I05VSEL6,B00Z7S353E,I have done away with the plastic and recently from now on leaving glass behind me forever There is just too much dust floating in the air and will not buy any more tempered glass I'm sticking with OtterBox with their built in one on the Defender,1.0,positive,0.792875,positive,1488931200
615967,A2UX8I05VSEL6,B00Z7S3YEY,I like protection above look and slim this case protects and and is slim with a good look I actually think OtterBox could have made this a little thicker I guess you have to go way up the ladder to the Defender case for that,1.0,positive,0.82525,positive,1483747200
616412,A2UX8I05VSEL6,B00Z7SAGZ4,I like otterbox and this case does not let me down,1.0,positive,0.773225,positive,1525996800
616492,A2UX8I05VSEL6,B00Z7SD3V8,Everything I believe makes this case the best all around item for LG G6 If you have glass on front there should not be any issues It may lift glass up in some areas,1.0,positive,0.697675,positive,1516838400
618742,A2UX8I05VSEL6,B00Z7T5L12,I like this case because you can use it with a battery cover with Qi wireless charging built in the phone still gets a charge wirelessly with case on it's the only case I have that fits with leather NFC and Qi wireless back cover,1.0,positive,0.690825,positive,1467072000
621974,A2UX8I05VSEL6,B00ZHW0XT4,this one you better get before they run out of stock permanently,1.0,positive,0.77825,positive,1445817600
624334,A3MFRAR121IHTN,B00SKQ47DM,"Works perfect, fast shipment",1.0,positive,0.786525,positive,1457308800
626629,A2LSLKVVNQ92A,B0109I9W24,"So simple, yet so brilliant.  Love it!",1.0,positive,0.89145,positive,1524182400
629378,A2UX8I05VSEL6,B010MU4YSG,This is slab of tempered glass that I don'think anything but being run over by a car will break that may be mostly good but your tablet will be heavier more so than others that I tried,1.0,positive,0.8389,positive,1473120000
629717,A2LSLKVVNQ92A,B010MVJ7SC,"The Neo Hybrid has always been my favorite case in the looks department.  The problem is that ever since the iPhone 6 series, the bumper has been way to easy to break.  They seem to have fixed this problem though as I can see that the bumper is thicker and sturdier.  So far so good...",1.0,positive,0.84585,positive,1445472000
630544,A2LSLKVVNQ92A,B010MVJ124,Very sleek looking case.  Great value for the price.,1.0,positive,0.855375,positive,1455667200
631163,A2LSLKVVNQ92A,B010MVQ4ME,My wife loves the case.  It looks like it provides excellent protection.  2 minor complaints...  1) The kickstand seems like it might break pretty easily  2) This case is very wide and adds a bit of width to the phone making it a bit uncomfortable to hold.,0.8,positive,0.7845500000000001,positive,1455667200
634689,A2UX8I05VSEL6,B010ON8XME,It's good clear and I misaligned my Supershieldz. So I had to take it off but worked very good when it was on,1.0,positive,0.840875,positive,1453161600
635018,A2UX8I05VSEL6,B010P2BQ2S,This is the fastest charging battery I've used The only problem is that it also is a very fast discharging battery,1.0,positive,0.777775,positive,1438732800
635564,A2LSLKVVNQ92A,B010QYKET6,One of my all time fav cases.  Slim yet super durable.,1.0,positive,0.8159000000000001,positive,1475625600
642895,A2LSLKVVNQ92A,B011PAW6M8,"A bit on the heavy side, but overall very nice.",0.8,positive,0.716675,positive,1501459200
643124,A3MFRAR121IHTN,B011QCWZ0S,"Works perfect, fast shipment",1.0,positive,0.786525,positive,1457308800
644549,A3MFRAR121IHTN,B011W5K49S,"Great part, works perfect",1.0,positive,0.8238,positive,1413763200
659240,A2LSLKVVNQ92A,B013GDI6M6,This is soooo worth the $13 higher price than similar bands on Amazon.  This is much better quality.  A+++,1.0,positive,0.7572,positive,1461801600
661564,A2UX8I05VSEL6,B013KJKPCK,This is an eye catching case it's got grip and is thin I hope that the You Tube reviewer is wrong about item costing too much but it looks like he buys his cases retail,1.0,positive,0.7835,positive,1445731200
661616,A3MFRAR121IHTN,B013LGVJ7C,"Great item, many thanks.",1.0,positive,0.8163,positive,1470700800
663555,A3MFRAR121IHTN,B013SPEFSG,"Great item, many thanks.",1.0,positive,0.8163,positive,1470700800
664033,A2LSLKVVNQ92A,B013TKNRX4,"This thing is a monster.  Very sturdy.  Looks terrific too!  It is slightly bulky, but to be expected.",0.8,positive,0.709425,positive,1455667200
667642,A2UX8I05VSEL6,B0140KHO1I,i don't know if this can a heavy drop it says it can with their new shock absorbing material,1.0,positive,0.7082999999999999,positive,1444435200
675485,A2LSLKVVNQ92A,B014M89MCM,"Super lightweight and thin but also flimsy.  This is the absolute minimum in case protection.  For the price, it's a great value.  Just don't expect much protection.",0.6,neutral,0.6528,neutral,1450051200
678303,A3MFRAR121IHTN,B014UAMVFC,"Works perfect, fast shipment",1.0,positive,0.786525,positive,1457308800
679594,A2UX8I05VSEL6,B014ZQXQB4,if this glass is 9H hardness I am so lucky becase for the price I paid for a 2 pack was so good I can't believe. it perfect fit it seems like 9H I think I pulled one off,1.0,positive,0.7968,positive,1457395200
679961,A2LSLKVVNQ92A,B0150MO01M,Very sturdy case that isn't overly bulky.  I would imagine that this would provide excellent drop protection.,0.8,positive,0.7048000000000001,positive,1445472000
684200,A2UX8I05VSEL6,B015CJCW5E,Nice blue color illuminates when charging futuristic look It gets an A+,1.0,positive,0.72995,positive,1467417600
686110,A3MFRAR121IHTN,B015GS69NC,"Great item, many thanks.",1.0,positive,0.8163,positive,1470700800
690116,A2UX8I05VSEL6,B015S551MI,I'm using this as a backup to my JUBOTY I believe it's spelled It's got a little less power than when it was made I'm still waiting for LG to update to 7.0,0.8,positive,0.6035,neutral,1522886400
696751,A2UX8I05VSEL6,B016CBE6PA,Something you want is what you get This glass nailed itself perfectly to the V10,1.0,positive,0.748775,positive,1483747200
697009,A2UX8I05VSEL6,B016CBE8R6,All around it's a good looking case with a lot of protection,1.0,positive,0.77825,positive,1467849600
702353,A2UX8I05VSEL6,B016Q6M874,If you have some spare oem batteries this is a necessity,1.0,positive,0.75,positive,1467849600
703668,A2UX8I05VSEL6,B016WSNTC4,I have taken off on the Obliq Experience,0.8,positive,0.65,neutral,1474761600
703981,A2UX8I05VSEL6,B016X1FODW,This is one of the best protective cases I've seen for v10 i would get this if you want to keep your phone long time you will have to put up a few extra dollars but it's worth it,1.0,positive,0.79425,positive,1469059200
706080,A2LSLKVVNQ92A,B01760LY1A,Exactly the same as one's that cost 2-3X as much in stores.  A+++,1.0,positive,0.6615,positive,1482883200
706776,A2UX8I05VSEL6,B0176UXH7E,The advrtisement Something You Want is exactly true I like this cover a lot it looks like the battery cover it on top of it seems like it is military tested as they advertise I believe I have the best case at a great price,1.0,positive,0.90455,positive,1468195200
707392,A2LSLKVVNQ92A,B0177NZ59S,Very sleek looking.  Definitely feels more durable than the older version.,1.0,positive,0.84185,positive,1475625600
709899,A2LSLKVVNQ92A,B017DKKT6E,Nice case for the price.  No frills.,0.8,positive,0.67705,positive,1417392000
712909,A2UX8I05VSEL6,B017JOQ7CO,full screen coverage crystal clear outstanding touch response really good adhesive i did drop it when a few drops of wet wipe were not dry,1.0,positive,0.8218,positive,1466640000
714526,A2LSLKVVNQ92A,B017OUSUPA,The outer plastic portion of this case used to be more sturdy.  It seems like they are making it thinner now.  It easily gets bent and misshapen when you try to get it around the TPU inner portion.,0.6,neutral,0.583575,neutral,1460505600
716073,A2UX8I05VSEL6,B017UXBUE4,Cool choice.,1.0,positive,0.770475,positive,1465344000
716658,A2UX8I05VSEL6,B017WO85EY,Unless I go camping this is now my favorite case,1.0,positive,0.7794,positive,1474761600
719428,A2UX8I05VSEL6,B0189GRA90,For the V10 this is a good selection the phone has passed military drop tests and the Incipio is a good companion to give enough protection that a drop won't do any harm,1.0,positive,0.750175,positive,1463702400
719778,A2UX8I05VSEL6,B018A0VNNE,This is the way to avoid a formula glass4,1.0,positive,0.73095,positive,1463097600
723558,A2UX8I05VSEL6,B018MI6PAA,I heard of Diztronic from You Tube it's a pretty good protection item it doesn't have a shell over it  but it is somewhat good to know that it can save phone  it has a nice lip  and for the v10 which needs the back covered because the silicon battery door is kind of weak,1.0,positive,0.835025,positive,1465603200
735338,A3MFRAR121IHTN,B019T2QFNK,"Great item, many thanks.",1.0,positive,0.8163,positive,1470700800
741284,A2UX8I05VSEL6,B01AAONFC0,You have to cut a tiny strip of electrical tape if you even have any to place under one of the contacts to raise them up higher to keep touching the prongs of the device,0.6,neutral,0.5324,neutral,1467849600
741365,A2UX8I05VSEL6,B01AASN2U6,A little weaker than battery in phone first,0.8,positive,0.62175,neutral,1467849600
744582,A2LSLKVVNQ92A,B01AJP37TQ,"Got this for my wife.  She loves it.  It's especially great that it comes with both a short band and long band to accommodate different sized wrists.

***Update 5/9/16***

Ordered a few of these in different colors for my wife.  The black one's top band does not lock into the Apple Watch.  Sending back.",0.6,neutral,0.6349499999999999,neutral,1461196800
746766,A3MFRAR121IHTN,B01AT2NISY,"Great item, many thanks.",1.0,positive,0.8163,positive,1470700800
747015,A2UX8I05VSEL6,B01AUC39IC,it's nice it does a good job using a 5v 2a wall charger I don't know if you can swap out one quick charge if that would speed up it's fast already revised 02/22/18,1.0,positive,0.8043,positive,1518652800
748778,A2UX8I05VSEL6,B01B1GQM3A,Perfect case with too little lip,0.8,positive,0.686525,positive,1480118400
750841,A2UX8I05VSEL6,B01B3J7H5W,The color scheme is excellent my titan lg g5 and I believe I got the ash or the ice,1.0,positive,0.786525,positive,1525996800
751647,A2UX8I05VSEL6,B01B6OTDCE,More grip on this than the original,1.0,positive,0.788975,positive,1465344000
761758,A2UX8I05VSEL6,B01BW6QEMI,perfect fit only one dust off display clear  it's good,1.0,positive,0.8532,positive,1513728000
762519,A2UX8I05VSEL6,B01BZES95M,Dust got under these and then I removed unfortunately,1.0,positive,0.728125,positive,1480118400
766266,A3MFRAR121IHTN,B01CCVKHL6,"Great item, many thanks.",1.0,positive,0.8163,positive,1470700800
770346,A2LSLKVVNQ92A,B01CNNO2B4,"I find that when using the tempered glass, my screen gets noticeably dirty and smudged up.  This never happened when I was going naked.  Also, it cracked after using it for just 1 day.  I work in an office environment and have no idea how/when this occurred.",0.6,neutral,0.5217499999999999,neutral,1463529600
771416,A3MFRAR121IHTN,B01CQIX9L0,"Great item, many thanks.",1.0,positive,0.8163,positive,1470700800
776074,A2LSLKVVNQ92A,B01D2PE1Z4,Very durable looking and feeling case.  Great price!,1.0,positive,0.846275,positive,1474588800
776099,A2LSLKVVNQ92A,B01D2T93A8,Very durable looking and feeling case.  Great price!,1.0,positive,0.846275,positive,1474588800
777214,A3MFRAR121IHTN,B01D5SY4DM,"Great item, many thanks.",1.0,positive,0.8163,positive,1470700800
777402,A3MFRAR121IHTN,B01D64YFYI,"Great item, many thanks.",1.0,positive,0.8163,positive,1470700800
777613,A2LSLKVVNQ92A,B01D7H7S20,The quality of the band is pretty good considering the price.  I just honestly don't think it matches well with the frame and design of the FitBit Blaze.,0.6,neutral,0.6488,neutral,1464134400
781093,A2LSLKVVNQ92A,B01DGKK48S,Quality is ok but the pin doesn't stay locked into the Fitbit and keeps detaching.,0.4,neutral,0.45955,neutral,1466380800
784852,A2UX8I05VSEL6,B01DUELVYG,this glass is a little long but it still works on display it's thick enough glass to stop any impact it isn't full screen but it still covers most of the phone I'm using a case with this and I'm going to take a picture so you can see,1.0,positive,0.7723249999999999,positive,1525737600
792790,A2UX8I05VSEL6,B01EKVRG0G,This was one of my luckiest days no dust  the install is perfect it is case friendly thinner than the .3mm regular ones which gives me a better lip around device,1.0,positive,0.937775,positive,1495670400
797703,A2UX8I05VSEL6,B01F1ZGCUA,The only issue I might have is the upper right corner Since this is from one of my favorites I do think it will stop any drop damage,1.0,positive,0.70915,positive,1491004800
803404,A2UX8I05VSEL6,B01FN84FYA,I did a dusty job and had to remove installed Dmax Armor,1.0,positive,0.75,positive,1488931200
805685,A2LSLKVVNQ92A,B01FX4MCP8,"Good quality.  For some reason, this one is slightly longer than another one I ordered before.",1.0,positive,0.77825,positive,1475625600
806709,A2LSLKVVNQ92A,B01G1XUCA2,"For whatever reason, I find that I have to keep hitting the power button to keep this thing turned on.  It's extremely frustrating to check on my phone 2 hours after connecting it to find that at some point, the power on this device turned off!  :(",0.4,neutral,0.309475,negative,1520899200
810338,A2UX8I05VSEL6,B01GF8F8R0,I like Spigen's quality and affordable prices this glass screen has to be lined almost flush with the phones perimeter to get a good fit and that can be easily done I had to look at the the cutouts first and get the minor gap that there is on the phone,1.0,positive,0.840425,positive,1483747200
812292,A2LSLKVVNQ92A,B01GIWGAAC,My all time favorite case for the iPhone 7!  Super sleek and comfortable to hold.,1.0,positive,0.858275,positive,1489708800
814407,A3MFRAR121IHTN,B01GK0XYG0,"Great item, many thanks.",1.0,positive,0.8163,positive,1470700800
814761,A2LSLKVVNQ92A,B01GMZP2I6,Works as advertised.  Cable feels sturdy.,1.0,positive,0.75,positive,1501718400
824267,A2LSLKVVNQ92A,B001GZO10I,Nice slim case.  I just wish the top and bottom of the phone weren't left exposed.,0.8,positive,0.717325,positive,1418688000
824280,A2LSLKVVNQ92A,B001H4DPIC,Nice slim case.  I just wish the top and bottom of the phone weren't left exposed.,0.8,positive,0.717325,positive,1418688000
835576,A2LSLKVVNQ92A,B006X6EPII,Great case for the price.  The holster holds the phone pretty securely.,0.8,positive,0.738125,positive,1426204800
838760,A3MFRAR121IHTN,B008W7A4MM,"Great product, works like it should",1.0,positive,0.8116749999999999,positive,1414108800
840135,A2LSLKVVNQ92A,B0099YAY3G,Nice case for the price.,0.8,positive,0.67705,positive,1419206400
851637,A3MFRAR121IHTN,B00E5C94GK,"Great product, works like it should",1.0,positive,0.8116749999999999,positive,1414108800
855002,A2LSLKVVNQ92A,B00FLFSMD6,I love these frames.  I'm so glad Spigen started selling these separately.,1.0,positive,0.86155,positive,1417305600
855789,A2LSLKVVNQ92A,B00G22VDEW,One of my all time favorite cases.,1.0,positive,0.7794,positive,1466812800
861720,A3MFRAR121IHTN,B00J3M1YT2,"Works great, just as advertised.",1.0,positive,0.789825,positive,1422835200
862993,A2LSLKVVNQ92A,B00JP07GGW,Wife loves it.  Great price!,1.0,positive,0.8397,positive,1489708800
863779,A3MFRAR121IHTN,B00K18IH5G,"Great item, many thanks.",1.0,positive,0.8163,positive,1470700800
864244,A3MFRAR121IHTN,B00K9WW84U,"Works perfect, fast shipment",1.0,positive,0.786525,positive,1457308800
870265,A2LSLKVVNQ92A,B00N9KXWIA,Super slim and sturdy.,1.0,positive,0.788225,positive,1503100800
870402,A3MFRAR121IHTN,B00NB02S60,"Works perfect, fast shipment",1.0,positive,0.786525,positive,1457308800
871133,A2LSLKVVNQ92A,B00NHYLNW0,Super slim while still providing drop protection.  A+++,1.0,positive,0.723875,positive,1509321600
871969,A3MFRAR121IHTN,B00NT6S1QW,"Great item, many thanks.",1.0,positive,0.8163,positive,1470700800
872291,A2LSLKVVNQ92A,B00NXF6ADA,Great case for the price.  Fairly slim while offering excellent drop protection.,1.0,positive,0.808,positive,1437004800
874386,A2UX8I05VSEL6,B00P1N5OQQ,I like case it looks good it provides a small lip but. I have never dropped phone with this case installed It let's you get to the battery cover fast since it easy on easy off,1.0,positive,0.851575,positive,1488672000
874936,A3MFRAR121IHTN,B00PC6MNV6,"Great screen, well made. Fast shipping.",1.0,positive,0.806475,positive,1438905600
875515,A3MFRAR121IHTN,B00PQ9434Y,"Works perfect, fast shipment",1.0,positive,0.786525,positive,1457308800
875770,A2LSLKVVNQ92A,B00PWBPSNQ,Excellent protection in a moderately slim case!,1.0,positive,0.804425,positive,1492646400
879285,A3MFRAR121IHTN,B00T5KRUPY,"Excellent product, works perfect.",1.0,positive,0.8208,positive,1440201600
879303,A3MFRAR121IHTN,B00T5KS38W,"Great screen, well made. Fast shipping.",1.0,positive,0.806475,positive,1438905600
882268,A2UX8I05VSEL6,B00W412DJ4,If you go through a lot of glass screens like me this works great and when I purchased this it was a little less pricey but still so far does the job,1.0,positive,0.814975,positive,1453161600
882975,A3MFRAR121IHTN,B00WT9J2AE,"Works perfect, fast shipment",1.0,positive,0.786525,positive,1457308800
883053,A2UX8I05VSEL6,B00WUKJNOM,decent protection with good color selection,1.0,positive,0.77825,positive,1490227200
883119,A2UX8I05VSEL6,B00WXVPNU6,Ballistic Technology Armor has a replacement guaranty and customer support that is one of the major advantages for choosing their high quality Glass,1.0,positive,0.798325,positive,1474761600
883445,A2UX8I05VSEL6,B00XHGI27C,This is one of the nicest cases I have ever bought,1.0,positive,0.781625,positive,1518652800
884503,A3MFRAR121IHTN,B00YMZNDUS,"Works perfect, fast shipment",1.0,positive,0.786525,positive,1457308800
885147,A2UX8I05VSEL6,B00ZHW0XIK,the leatherback is probably the happiest I have liked any accessory it is a dark red and it's nice mine did arrive with a small dent i  don't know it happened but it is still nice,1.0,positive,0.8335,positive,1514592000
886092,A2UX8I05VSEL6,B010PNEWLE,I like dreamviva's bumper case but it does not fit leather back,1.0,positive,0.7358,positive,1471305600
886548,A2UX8I05VSEL6,B011JA0P2W,I have three of these LG OEM Batteries and the date on all three is 2016 and they don't hold a charge Or else it's LG 'S Problem for not updating the software on it's phones this LG G4 should have Nougat,1.0,positive,0.5526,neutral,1535328000
888236,A2UX8I05VSEL6,B013V34GNE,Very nice minimum case grippy it fits the phone without the leather case with the leatherback you will have to stretch a little,1.0,positive,0.82715,positive,1516838400
889844,A3MFRAR121IHTN,B015FC1J3Y,"Great item, many thanks.",1.0,positive,0.8163,positive,1470700800
891718,A2UX8I05VSEL6,B017AIZBO4,I had Skinomi on with everything perfect but you me There was a very tiny dust on the right middle edge it was almost on bezel and I should let it go until later I stuck my fingernail under Skinomi and scarred the the glass just enough that it didn't seal. And thats theoutcomegood glass,1.0,positive,0.798625,positive,1502755200
892339,A2UX8I05VSEL6,B017SNFGZ0,This is a good one A+,1.0,positive,0.731175,positive,1467849600
894755,A2UX8I05VSEL6,B01B1GQKIC,a soft pliant plastic clear and protective the hard plastic outer is a little slick but manageable looks nice it has some drop protection with a nice lip I like both this and the neo hybrid regular,1.0,positive,0.842175,positive,1526083200
895260,A2UX8I05VSEL6,B01BRF5R0O,hard hard plastic inside and mediumprotection around the the edge Medium drop looks really good,1.0,positive,0.747525,positive,1496793600
895302,A2UX8I05VSEL6,B01BTPCGMY,this and one other are the highest grade of glass that on AmaZon at their discounted price makes iCarez number one I can't think of anyone that makes a better product for this price. My LG G4 went into bootloop a couple days after application,1.0,positive,0.704375,positive,1488931200
895307,A2UX8I05VSEL6,B01BTPCESK,I believe the Japanese PET. was copied to make the film for these Glass is better I did make an error ordering this I thought I ordered tempered glass But I'm not sure,1.0,positive,0.7055,positive,1518652800
895620,A2UX8I05VSEL6,B01C5X0CKM,It does a good job it's not a premium brand they could have put more oleophobic coating on these They are in a multipack of three and the price can't be beat,1.0,positive,0.8132,positive,1537401600
896903,A2LSLKVVNQ92A,B01DGKKB86,Nice fit.  Band is a bit thinner than the original.,0.8,positive,0.71835,positive,1484265600
